1	Βίβλος	
2	γενέσεως	
3	Ἰησοῦ	
4	χριστοῦ	
5	υἱοῦ	
6	Δαυὶδ	
7	υἱοῦ	
8	Ἀβραάμ	
9	Ἀβραὰμ	
10	ἐγέννησεν	
11	τὸν	
12	Ἰσαάκ	
13	Ἰσαὰκ	
14	δὲ	
15	ἐγέννησεν	
16	τὸν	
17	Ἰακώβ	
18	Ἰακὼβ	
19	δὲ	
20	ἐγέννησεν	
21	τὸν	
22	Ἰούδαν	
23	καὶ	
24	τοὺς	
25	ἀδελφοὺς	
26	αὐτοῦ	
27	Ἰούδας	
28	δὲ	
29	ἐγέννησεν	
30	τὸν	
31	Φαρὲς	
32	καὶ	
33	τὸν	
34	Ζάρα	
35	ἐκ	
36	τῆς	
37	Θαμάρ	
38	Φαρὲς	
39	δὲ	
40	ἐγέννησεν	
41	τὸν	
42	Ἑσρώμ	
43	Ἑσρὼμ	
44	δὲ	
45	ἐγέννησεν	
46	τὸν	
47	Ἀράμ	
48	Ἀρὰμ	
49	δὲ	
50	ἐγέννησεν	
51	τὸν	
52	Ἀμιναδάβ	
53	Ἀμιναδὰβ	
54	δὲ	
55	ἐγέννησεν	
56	τὸν	
57	Ναασσών	
58	Ναασσὼν	
59	δὲ	
60	ἐγέννησεν	
61	τὸν	
62	Σαλμών	
63	Σαλμὼν	
64	δὲ	
65	ἐγέννησεν	
66	τὸν	
67	Βόες	
68	ἐκ	
69	τῆς	
70	Ῥαχάβ	
71	Βόες	
72	δὲ	
73	ἐγέννησεν	
74	τὸν	
75	Ἰωβὴδ	
76	ἐκ	
77	τῆς	
78	Ῥούθ	
79	Ἰωβὴδ	
80	δὲ	
81	ἐγέννησεν	
82	τὸν	
83	Ἰεσσαί	
84	Ἰεσσαὶ	
85	δὲ	
86	ἐγέννησεν	
87	τὸν	
88	Δαυὶδ	
89	τὸν	
90	βασιλέα	
91	Δαυὶδ	
92	δὲ	
93	ἐγέννησεν	
94	τὸν	
95	Σολομῶνα	
96	ἐκ	
97	τῆς	
98	τοῦ	
99	Οὐρίου	
100	Σολομὼν	
101	δὲ	
102	ἐγέννησεν	
103	τὸν	
104	Ῥοβοάμ	
105	Ῥοβοὰμ	
106	δὲ	
107	ἐγέννησεν	
108	τὸν	
109	Ἀβιά	
110	Ἀβιὰ	
111	δὲ	
112	ἐγέννησεν	
113	τὸν	
114	Ἀσάφ	
115	Ἀσὰφ	
116	δὲ	
117	ἐγέννησεν	
118	τὸν	
119	Ἰωσαφάτ	
120	Ἰωσαφὰτ	
121	δὲ	
122	ἐγέννησεν	
123	τὸν	
124	Ἰωράμ	
125	Ἰωρὰμ	
126	δὲ	
127	ἐγέννησεν	
128	τὸν	
129	Ὀζίαν	
130	Ὀζίας	
131	δὲ	
132	ἐγέννησεν	
133	τὸν	
134	Ἰωαθάμ	
135	Ἰωαθὰμ	
136	δὲ	
137	ἐγέννησεν	
138	τὸν	
139	Ἀχάζ	
140	Ἀχὰζ	
141	δὲ	
142	ἐγέννησεν	
143	τὸν	
144	Ἑζεκίαν	
145	Ἑζεκίας	
146	δὲ	
147	ἐγέννησεν	
148	τὸν	
149	Μανασσῆ	
150	Μανασσῆς	
151	δὲ	
152	ἐγέννησεν	
153	τὸν	
154	Ἀμώς	
155	Ἀμὼς	
156	δὲ	
157	ἐγέννησεν	
158	τὸν	
159	Ἰωσίαν	
160	Ἰωσίας	
