-sbl.adj.APF	<null>	adjective, accusative, plural, feminine
-sbl.adj.APFC	<null>	adjective, accusative, plural, feminine, comparative
-sbl.adj.APM	<null>	adjective, accusative, plural, masculine
-sbl.adj.APMC	<null>	adjective, accusative, plural, masculine, comparative
-sbl.adj.APN	<null>	adjective, accusative, plural, neuter
-sbl.adj.APNC	<null>	adjective, accusative, plural, neuter, comparative
-sbl.adj.APNS	<null>	adjective, accusative, plural, neuter, superlative
-sbl.adj.ASF	<null>	adjective, accusative, singular, feminine
-sbl.adj.ASFC	<null>	adjective, accusative, singular, feminine, comparative
-sbl.adj.ASFS	<null>	adjective, accusative, singular, feminine, superlative
-sbl.adj.ASM	<null>	adjective, accusative, singular, masculine
-sbl.adj.ASMC	<null>	adjective, accusative, singular, masculine, comparative
-sbl.adj.ASN	<null>	adjective, accusative, singular, neuter
-sbl.adj.ASNC	<null>	adjective, accusative, singular, neuter, comparative
-sbl.adj.ASNS	<null>	adjective, accusative, singular, neuter, superlative
-sbl.adj.DPF	<null>	adjective, dative, plural, feminine
-sbl.adj.DPFC	<null>	adjective, dative, plural, feminine, comparative
-sbl.adj.DPM	<null>	adjective, dative, plural, masculine
-sbl.adj.DPMC	<null>	adjective, dative, plural, masculine, comparative
-sbl.adj.DPN	<null>	adjective, dative, plural, neuter
-sbl.adj.DPNS	<null>	adjective, dative, plural, neuter, superlative
-sbl.adj.DSF	<null>	adjective, dative, singular, feminine
-sbl.adj.DSFC	<null>	adjective, dative, singular, feminine, comparative
-sbl.adj.DSFS	<null>	adjective, dative, singular, feminine, superlative
-sbl.adj.DSM	<null>	adjective, dative, singular, masculine
-sbl.adj.DSMC	<null>	adjective, dative, singular, masculine, comparative
-sbl.adj.DSMS	<null>	adjective, dative, singular, masculine, superlative
-sbl.adj.DSN	<null>	adjective, dative, singular, neuter
-sbl.adj.DSNC	<null>	adjective, dative, singular, neuter, comparative
-sbl.adj.DSNS	<null>	adjective, dative, singular, neuter, superlative
-sbl.adj.GPF	<null>	adjective, genitive, plural, feminine
-sbl.adj.GPFS	<null>	adjective, genitive, plural, feminine, superlative
-sbl.adj.GPM	<null>	adjective, genitive, plural, masculine
-sbl.adj.GPMC	<null>	adjective, genitive, plural, masculine, comparative
-sbl.adj.GPMS	<null>	adjective, genitive, plural, masculine, superlative
-sbl.adj.GPN	<null>	adjective, genitive, plural, neuter
-sbl.adj.GPNC	<null>	adjective, genitive, plural, neuter, comparative
-sbl.adj.GPNS	<null>	adjective, genitive, plural, neuter, superlative
-sbl.adj.GSF	<null>	adjective, genitive, singular, feminine
-sbl.adj.GSFC	<null>	adjective, genitive, singular, feminine, comparative
-sbl.adj.GSM	<null>	adjective, genitive, singular, masculine
-sbl.adj.GSMC	<null>	adjective, genitive, singular, masculine, comparative
-sbl.adj.GSMS	<null>	adjective, genitive, singular, masculine, superlative
-sbl.adj.GSN	<null>	adjective, genitive, singular, neuter
-sbl.adj.GSNS	<null>	adjective, genitive, singular, neuter, superlative
-sbl.adj.NPF	<null>	adjective, nominative, plural, feminine
-sbl.adj.NPFC	<null>	adjective, nominative, plural, feminine, comparative
-sbl.adj.NPFS	<null>	adjective, nominative, plural, feminine, superlative
-sbl.adj.NPM	<null>	adjective, nominative, plural, masculine
-sbl.adj.NPMC	<null>	adjective, nominative, plural, masculine, comparative
-sbl.adj.NPN	<null>	adjective, nominative, plural, neuter
-sbl.adj.NPNC	<null>	adjective, nominative, plural, neuter, comparative
-sbl.adj.NSF	<null>	adjective, nominative, singular, feminine
-sbl.adj.NSFC	<null>	adjective, nominative, singular, feminine, comparative
-sbl.adj.NSFS	<null>	adjective, nominative, singular, feminine, superlative
-sbl.adj.NSM	<null>	adjective, nominative, singular, masculine
-sbl.adj.NSMC	<null>	adjective, nominative, singular, masculine, comparative
-sbl.adj.NSMS	<null>	adjective, nominative, singular, masculine, superlative
-sbl.adj.NSN	<null>	adjective, nominative, singular, neuter
-sbl.adj.NSNC	<null>	adjective, nominative, singular, neuter, comparative
-sbl.adj.VPF	<null>	adjective, vocative, plural, feminine
-sbl.adj.VPM	<null>	adjective, vocative, plural, masculine
-sbl.adj.VPMC	<null>	adjective, vocative, plural, masculine, comparative
-sbl.adj.VPN	<null>	adjective, vocative, plural, neuter
-sbl.adj.VSF	<null>	adjective, vocative, singular, feminine
-sbl.adj.VSM	<null>	adjective, vocative, singular, masculine
-sbl.adj.VSMS	<null>	adjective, vocative, singular, masculine, superlative
-sbl.adj.VSN	<null>	adjective, vocative, singular, neuter
-sbl.adv	<null>	adverb
-sbl.conj	<null>	conjunction
-sbl.det.APF	<null>	determiner, accusative, plural, feminine
-sbl.det.APM	<null>	determiner, accusative, plural, masculine
-sbl.det.APN	<null>	determiner, accusative, plural, neuter
-sbl.det.ASF	<null>	determiner, accusative, singular, feminine
-sbl.det.ASM	<null>	determiner, accusative, singular, masculine
-sbl.det.ASN	<null>	determiner, accusative, singular, neuter
-sbl.det.DPF	<null>	determiner, dative, plural, feminine
-sbl.det.DPM	<null>	determiner, dative, plural, masculine
-sbl.det.DPN	<null>	determiner, dative, plural, neuter
-sbl.det.DSF	<null>	determiner, dative, singular, feminine
-sbl.det.DSM	<null>	determiner, dative, singular, masculine
-sbl.det.DSN	<null>	determiner, dative, singular, neuter
-sbl.det.GPF	<null>	determiner, genitive, plural, feminine
-sbl.det.GPM	<null>	determiner, genitive, plural, masculine
-sbl.det.GPN	<null>	determiner, genitive, plural, neuter
-sbl.det.GSF	<null>	determiner, genitive, singular, feminine
-sbl.det.GSM	<null>	determiner, genitive, singular, masculine
-sbl.det.GSN	<null>	determiner, genitive, singular, neuter
-sbl.det.NPF	<null>	determiner, nominative, plural, feminine
-sbl.det.NPM	<null>	determiner, nominative, plural, masculine
-sbl.det.NPN	<null>	determiner, nominative, plural, neuter
-sbl.det.NSF	<null>	determiner, nominative, singular, feminine
-sbl.det.NSM	<null>	determiner, nominative, singular, masculine
-sbl.det.NSN	<null>	determiner, nominative, singular, neuter
-sbl.det.VPF	<null>	determiner, vocative, plural, feminine
-sbl.det.VPM	<null>	determiner, vocative, plural, masculine
-sbl.det.VPN	<null>	determiner, vocative, plural, neuter
-sbl.det.VSF	<null>	determiner, vocative, singular, feminine
-sbl.det.VSM	<null>	determiner, vocative, singular, masculine
-sbl.det.VSN	<null>	determiner, vocative, singular, neuter
-sbl.intj	<null>	interjection
-sbl.noun.com.APF	<null>	noun, common, accusative, plural, feminine
-sbl.noun.com.APM	<null>	noun, common, accusative, plural, masculine
-sbl.noun.com.APN	<null>	noun, common, accusative, plural, neuter
-sbl.noun.com.ASF	<null>	noun, common, accusative, singular, feminine
-sbl.noun.com.ASM	<null>	noun, common, accusative, singular, masculine
-sbl.noun.com.ASN	<null>	noun, common, accusative, singular, neuter
-sbl.noun.com.DPF	<null>	noun, common, dative, plural, feminine
-sbl.noun.com.DPM	<null>	noun, common, dative, plural, masculine
-sbl.noun.com.DPN	<null>	noun, common, dative, plural, neuter
-sbl.noun.com.DSF	<null>	noun, common, dative, singular, feminine
-sbl.noun.com.DSM	<null>	noun, common, dative, singular, masculine
-sbl.noun.com.DSN	<null>	noun, common, dative, singular, neuter
-sbl.noun.com.GPF	<null>	noun, common, genitive, plural, feminine
-sbl.noun.com.GPM	<null>	noun, common, genitive, plural, masculine
-sbl.noun.com.GPN	<null>	noun, common, genitive, plural, neuter
-sbl.noun.com.GSF	<null>	noun, common, genitive, singular, feminine
-sbl.noun.com.GSM	<null>	noun, common, genitive, singular, masculine
-sbl.noun.com.GSN	<null>	noun, common, genitive, singular, neuter
-sbl.noun.com.NPF	<null>	noun, common, nominative, plural, feminine
-sbl.noun.com.NPM	<null>	noun, common, nominative, plural, masculine
-sbl.noun.com.NPN	<null>	noun, common, nominative, plural, neuter
-sbl.noun.com.NSF	<null>	noun, common, nominative, singular, feminine
