1	40	1	1	
2	40	1	1	
3	40	1	1	
4	40	1	1	
5	40	1	1	
6	40	1	1	
7	40	1	1	
8	40	1	1	
9	40	1	2	
10	40	1	2	
11	40	1	2	
12	40	1	2	
13	40	1	2	
14	40	1	2	
15	40	1	2	
16	40	1	2	
17	40	1	2	
18	40	1	2	
19	40	1	2	
20	40	1	2	
21	40	1	2	
22	40	1	2	
23	40	1	2	
24	40	1	2	
25	40	1	2	
26	40	1	2	
27	40	1	3	
28	40	1	3	
29	40	1	3	
30	40	1	3	
31	40	1	3	
32	40	1	3	
33	40	1	3	
34	40	1	3	
35	40	1	3	
36	40	1	3	
37	40	1	3	
38	40	1	3	
39	40	1	3	
40	40	1	3	
41	40	1	3	
42	40	1	3	
43	40	1	3	
44	40	1	3	
45	40	1	3	
46	40	1	3	
47	40	1	3	
48	40	1	4	
49	40	1	4	
50	40	1	4	
51	40	1	4	
52	40	1	4	
53	40	1	4	
54	40	1	4	
55	40	1	4	
56	40	1	4	
57	40	1	4	
58	40	1	4	
59	40	1	4	
60	40	1	4	
61	40	1	4	
62	40	1	4	
63	40	1	5	
64	40	1	5	
65	40	1	5	
66	40	1	5	
67	40	1	5	
68	40	1	5	
69	40	1	5	
70	40	1	5	
71	40	1	5	
72	40	1	5	
73	40	1	5	
74	40	1	5	
75	40	1	5	
76	40	1	5	
77	40	1	5	
78	40	1	5	
79	40	1	5	
80	40	1	5	
81	40	1	5	
82	40	1	5	
83	40	1	5	
84	40	1	6	
85	40	1	6	
86	40	1	6	
87	40	1	6	
88	40	1	6	
89	40	1	6	
90	40	1	6	
91	40	1	6	
92	40	1	6	
93	40	1	6	
94	40	1	6	
95	40	1	6	
96	40	1	6	
97	40	1	6	
98	40	1	6	
99	40	1	6	
100	40	1	7	
101	40	1	7	
102	40	1	7	
103	40	1	7	
104	40	1	7	
105	40	1	7	
106	40	1	7	
107	40	1	7	
108	40	1	7	
109	40	1	7	
110	40	1	7	
111	40	1	7	
112	40	1	7	
