％G70001	2
％G70002	3
％G70003	4
％G70004	5
％G70005	6
％G70006	7
％G70007	8
％G70008	9
％G70009	10
％G70010	11
％G70011	12
％G70012	13
％G70013	14
％G70014	15
％G70015	16
％G70016	17
％G70017	18
％G70018	14
％G70019	19
％G70020	20
％G70021	21
％G70022	22
％G70023	23
％G70024	24
％G70025	25
％G70026	26
％G70027	27
％G70028	28
％G70029	29
％G70030	30
％G70031	31
％G70033	32
％G70036	34
％G70037	35
％G70038	36
％G70039	37
％G70040	38
％G70041	40
％G70042	41
％G70043	42
％G70044	43
％G70045	44
％G70046	45
％G70047	46
％G70048	47
％G70049	48
％G70050	49
％G70051	40
％G70052	51
％G70053	52
％G70054	53
％G70055	54
％G70056	55
％G70057	56
％G70058	57
％G70059	58
％G70060	59
％G70061	60
％G70062	61
％G70063	62
％G70064	63
％G70065	64
％G70066	65
％G70067	66
％G70068	67
％G70069	68
％G70070	69
％G70071	70
％G70072	71
％G70073	72
％G70074	73
％G70075	74
％G70076	75
％G70077	76
％G70078	77
％G70079	78
％G70080	79
％G70081	80
％G70082	81
％G70083	82
％G70084	83
％G70085	84
％G70086	85
％G70087	86
％G70088	87
％G70089	88
％G70090	89
％G70091	91
％G70092	92
％G70093	93
％G70094	94
％G70095	95
％G70097	96
％G70098	97
％G70099	98
％G70100	99
％G70101	100
％G70102	101
％G70103	102
％G70104	103
％G70105	104
％G70106	105
％G70107	106
％G70108	107
％G70109	108
％G70110	109
％G70111	110
％G70112	111
％G70113	112
％G70114	75
％G70115	114
％G70116	115
％G70117	116
％G70118	117
％G70119	118
％G70120	119
％G70122	120
％G70123	121
％G70124	122
％G70125	123
％G70126	124
％G70127	125
％G70128	126
％G70129	127
％G70130	128
％G70131	129
％G70132	130
％G70133	131
％G70134	132
％G70135	133
％G70136	134
％G70137	135
％G70138	136
％G70139	137
％G70140	138
％G70141	139
％G70142	140
％G70143	141
％G70144	142
％G70145	143
％G70146	144
％G70147	145
％G70148	146
％G70149	147
％G70150	148
％G70151	150
％G70152	151
％G70153	152
％G70154	153
％G70155	154
％G70156	155
％G70157	156
％G70158	158
％G70159	159
％G70160	157
％G70161	160
％G70162	161
％G70163	162
％G70164	163
％G70165	164
％G70166	165
％G70167	166
％G70168	167
％G70169	169
％G70170	170
％G70171	171
％G70172	172
％G70173	173
％G70174	174
％G70175	175
％G70176	176
％G70177	177
％G70178	178
％G70179	179
％G70180	180
％G70181	181
％G70182	182
％G70183	184
％G70184	185
％G70185	186
％G70186	187
％G70187	188
％G70188	189
％G70189	190
％G70190	191
％G70191	192
％G70192	193
％G70193	194
％G70194	195
％G70197	198
％G70198	199
％G70199	200
％G70200	201
％G70201	202
％G70202	203
％G70203	204
％G70204	205
％G70205	206
％G70206	207
％G70207	208
％G70208	209
％G70209	210
％G70211	211
％G70212	211
％G70213	212
％G70214	213
％G70215	214
％G70216	215
％G70217	216
％G70218	217
％G70219	218
％G70220	219
％G70221	220
％G70222	221
％G70223	222
％G70224	223
％G70225	224
％G70226	225
％G70227	226
％G70228	227
％G70229	228
％G70230	229
％G70231	230
％G70232	231
％G70233	232
％G70234	233
％G70235	234
％G70236	235
％G70237	236
％G70238	237
％G70240	238
％G70241	239
％G70242	240
％G70243	241
％G70244	242
％G70245	243
％G70246	244
％G70247	245
％G70248	246
％G70249	247
％G70250	248
％G70251	249
％G70252	250
％G70253	252
％G70255	254
％G70256	255
％G70257	1
％G70258	256
％G70259	257
％G70260	258
％G70261	259
％G70262	260
％G70263	177
％G70264	262
％G70265	263
％G70266	264
％G70267	181
％G70268	182
％G70269	267
％G70270	268
％G70271	269
％G70272	270
％G70273	271
％G70274	272
％G70275	273
