G70001	<grk>Ἀαρών</grk>｜<font color='4'>N.DSM</font>｜<i>noun, dative, singular, masculine</i><br /><grk>Ἀαρών</grk>｜<font color='4'>N.GSM</font>｜<i>noun, genitive, singular, masculine</i><br /><grk>Ἀαρὼν</grk>｜<font color='4'>N.GSM</font>｜<i>noun, genitive, singular, masculine</i><br /><grk>Ἀαρών</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i>
G70002	<grk>Ἀβαδδών</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i>
G70003	<grk>ἀβαρῆ</grk>｜<font color='4'>A.ASM</font>｜<i>adjective, accusative, singular, masculine</i>
G70004	<grk>Αββα</grk>｜<font color='4'>N.VSM</font>｜<i>noun, vocative, singular, masculine</i>
G70005	<grk>Ἅβελ</grk>｜<font color='4'>N.ASM</font>｜<i>noun, accusative, singular, masculine</i><br /><grk>Ἅβελ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, genitive, singular, masculine</i><br /><grk>Ἅβελ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i>
G70006	<grk>Ἀβιά</grk>｜<font color='4'>N.ASM</font>｜<i>noun, accusative, singular, masculine</i><br /><grk>Ἀβιά</grk>｜<font color='4'>N.GSM</font>｜<i>noun, genitive, singular, masculine</i><br /><grk>Ἀβιὰ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i>
G70007	<grk>Ἀβιαθὰρ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, genitive, singular, masculine</i>
G70008	<grk>Ἀβιληνῆς</grk>｜<font color='4'>N.GSF</font>｜<i>noun, genitive, singular, feminine</i>
G70009	<grk>Ἀβιούδ</grk>｜<font color='4'>N.ASM</font>｜<i>noun, accusative, singular, masculine</i><br /><grk>Ἀβιοὺδ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i>
G70010	<grk>Ἀβραάμ</grk>｜<font color='4'>N.ASM</font>｜<i>noun, accusative, singular, masculine</i><br /><grk>Ἀβραὰμ</grk>｜<font color='4'>N.ASM</font>｜<i>noun, accusative, singular, masculine</i><br /><grk>Ἀβραάμ</grk>｜<font color='4'>N.DSM</font>｜<i>noun, dative, singular, masculine</i><br /><grk>Ἀβραὰμ</grk>｜<font color='4'>N.DSM</font>｜<i>noun, dative, singular, masculine</i><br /><grk>Ἀβραάμ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, genitive, singular, masculine</i><br /><grk>Ἀβραὰμ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, genitive, singular, masculine</i><br /><grk>Ἀβραάμ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i><br /><grk>Ἀβραὰμ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i><br /><grk>Ἀβραάμ</grk>｜<font color='4'>N.VSM</font>｜<i>noun, vocative, singular, masculine</i>
G70011	<grk>ἄβυσσον</grk>｜<font color='4'>N.ASF</font>｜<i>noun, accusative, singular, feminine</i><br /><grk>ἀβύσσου</grk>｜<font color='4'>N.GSF</font>｜<i>noun, genitive, singular, feminine</i>
G70012	<grk>Ἅγαβος</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i>
G70013	<grk>ἀγαθοεργεῖν</grk>｜<font color='4'>V.PAN</font>｜<i>verb, present, active, infinitive</i>
G70014	<grk>ἀγαθοποιεῖτε</grk>｜<font color='4'>V.2PADP</font>｜<i>verb, 2nd, present, active, imperative, plural</i><br /><grk>ἀγαθοποιῆσαι</grk>｜<font color='4'>V.AAN</font>｜<i>verb, aorist, active, infinitive</i><br /><grk>ἀγαθοποιῆτε</grk>｜<font color='4'>V.2PASP</font>｜<i>verb, 2nd, present, active, subjunctive, plural</i><br /><grk>ἀγαθοποιοῦντας</grk>｜<font color='4'>V.PAPAPM</font>｜<i>verb, present, active, participle, accusative, plural, masculine</i><br /><grk>ἀγαθοποιοῦντες</grk>｜<font color='4'>V.PAPNPM</font>｜<i>verb, present, active, participle, nominative, plural, masculine</i><br /><grk>ἀγαθοποιοῦσαι</grk>｜<font color='4'>V.PAPNPF</font>｜<i>verb, present, active, participle, nominative, plural, feminine</i><br /><grk>ἀγαθοποιῶν</grk>｜<font color='4'>V.PAPNSM</font>｜<i>verb, present, active, participle, nominative, singular, masculine</i>
G70015	<grk>ἀγαθοποιΐᾳ</grk>｜<font color='4'>N.DSF</font>｜<i>noun, dative, singular, feminine</i>
G70016	<grk>ἀγαθοποιῶν</grk>｜<font color='4'>N.GPM</font>｜<i>noun, genitive, plural, masculine</i>
G70017	<grk>ἀγαθά</grk>｜<font color='4'>A.APN</font>｜<i>adjective, accusative, plural, neuter</i><br /><grk>ἀγαθὰ</grk>｜<font color='4'>A.APN</font>｜<i>adjective, accusative, plural, neuter</i><br /><grk>ἀγαθά</grk>｜<font color='4'>A.NPN</font>｜<i>adjective, nominative, plural, neuter</i><br /><grk>ἀγαθάς</grk>｜<font color='4'>A.APF</font>｜<i>adjective, accusative, plural, feminine</i><br /><grk>ἀγαθὰς</grk>｜<font color='4'>A.APF</font>｜<i>adjective, accusative, plural, feminine</i><br /><grk>ἀγαθέ</grk>｜<font color='4'>A.VSM</font>｜<i>adjective, vocative, singular, masculine</i><br /><grk>ἀγαθὲ</grk>｜<font color='4'>A.VSM</font>｜<i>adjective, vocative, singular, masculine</i><br /><grk>ἀγαθῇ</grk>｜<font color='4'>A.DSF</font>｜<i>adjective, dative, singular, feminine</i><br /><grk>ἀγαθή</grk>｜<font color='4'>A.NSF</font>｜<i>adjective, nominative, singular, feminine</i><br /><grk>ἀγαθὴ</grk>｜<font color='4'>A.NSF</font>｜<i>adjective, nominative, singular, feminine</i><br /><grk>ἀγαθήν</grk>｜<font color='4'>A.ASF</font>｜<i>adjective, accusative, singular, feminine</i><br /><grk>ἀγαθὴν</grk>｜<font color='4'>A.ASF</font>｜<i>adjective, accusative, singular, feminine</i><br /><grk>ἀγαθῆς</grk>｜<font color='4'>A.GSF</font>｜<i>adjective, genitive, singular, feminine</i><br /><grk>ἀγαθοῖς</grk>｜<font color='4'>A.DPM</font>｜<i>adjective, dative, plural, masculine</i><br /><grk>ἀγαθοῖς</grk>｜<font color='4'>A.DPN</font>｜<i>adjective, dative, plural, neuter</i><br /><grk>ἀγαθόν</grk>｜<font color='4'>A.ASM</font>｜<i>adjective, accusative, singular, masculine</i><br /><grk>ἀγαθόν</grk>｜<font color='4'>A.ASN</font>｜<i>adjective, accusative, singular, neuter</i><br /><grk>ἀγαθὸν</grk>｜<font color='4'>A.ASN</font>｜<i>adjective, accusative, singular, neuter</i><br /><grk>ἀγαθόν</grk>｜<font color='4'>A.NSN</font>｜<i>adjective, nominative, singular, neuter</i><br /><grk>ἀγαθὸν</grk>｜<font color='4'>A.NSN</font>｜<i>adjective, nominative, singular, neuter</i><br /><grk>ἀγαθός</grk>｜<font color='4'>A.NSM</font>｜<i>adjective, nominative, singular, masculine</i><br /><grk>Ἀγαθός</grk>｜<font color='4'>A.NSM</font>｜<i>adjective, nominative, singular, masculine</i><br /><grk>ἀγαθὸς</grk>｜<font color='4'>A.NSM</font>｜<i>adjective, nominative, singular, masculine</i><br /><grk>ἀγαθοῦ</grk>｜<font color='4'>A.GSM</font>｜<i>adjective, genitive, singular, masculine</i><br /><grk>ἀγαθοῦ</grk>｜<font color='4'>A.GSN</font>｜<i>adjective, genitive, singular, neuter</i><br /><grk>ἀγαθούς</grk>｜<font color='4'>A.APM</font>｜<i>adjective, accusative, plural, masculine</i><br /><grk>ἀγαθοὺς</grk>｜<font color='4'>A.APM</font>｜<i>adjective, accusative, plural, masculine</i><br /><grk>ἀγαθῷ</grk>｜<font color='4'>A.DSM</font>｜<i>adjective, dative, singular, masculine</i><br /><grk>ἀγαθῷ</grk>｜<font color='4'>A.DSN</font>｜<i>adjective, dative, singular, neuter</i><br /><grk>ἀγαθῶν</grk>｜<font color='4'>A.GPM</font>｜<i>adjective, genitive, plural, masculine</i><br /><grk>ἀγαθῶν</grk>｜<font color='4'>A.GPN</font>｜<i>adjective, genitive, plural, neuter</i>
G70018	<grk>ἀγαθουργῶν</grk>｜<font color='4'>V.PAPNSM</font>｜<i>verb, present, active, participle, nominative, singular, masculine</i>
G70019	<grk>ἀγαθωσύνῃ</grk>｜<font color='4'>N.DSF</font>｜<i>noun, dative, singular, feminine</i><br /><grk>ἀγαθωσύνη</grk>｜<font color='4'>N.NSF</font>｜<i>noun, nominative, singular, feminine</i><br /><grk>ἀγαθωσύνης</grk>｜<font color='4'>N.GSF</font>｜<i>noun, genitive, singular, feminine</i>
G70020	<grk>ἀγαλλιάσει</grk>｜<font color='4'>N.DSF</font>｜<i>noun, dative, singular, feminine</i><br /><grk>ἀγαλλιάσεως</grk>｜<font color='4'>N.GSF</font>｜<i>noun, genitive, singular, feminine</i><br /><grk>ἀγαλλίασις</grk>｜<font color='4'>N.NSF</font>｜<i>noun, nominative, singular, feminine</i>
G70021	<grk>ἀγαλλιαθῆναι</grk>｜<font color='4'>V.APN</font>｜<i>verb, aorist, passive, infinitive</i><br /><grk>ἀγαλλιᾶσθε</grk>｜<font color='4'>V.2PMDP</font>｜<i>verb, 2nd, present, middle, imperative, plural</i><br /><grk>ἀγαλλιᾶσθε</grk>｜<font color='4'>V.2PMIP</font>｜<i>verb, 2nd, present, middle, indicative, plural</i><br /><grk>ἀγαλλιῶμεν</grk>｜<font color='4'>V.1PASP</font>｜<i>verb, 1st, present, active, subjunctive, plural</i><br /><grk>ἀγαλλιώμενοι</grk>｜<font color='4'>V.PMPNPM</font>｜<i>verb, present, middle, participle, nominative, plural, masculine</i><br /><grk>ἠγαλλιάσατο</grk>｜<font color='4'>V.3AMIS</font>｜<i>verb, 3rd, aorist, middle, indicative, singular</i><br /><grk>ἠγαλλίασεν</grk>｜<font color='4'>V.3AAIS</font>｜<i>verb, 3rd, aorist, active, indicative, singular</i>
G70022	<grk>ἀγάμοις</grk>｜<font color='4'>N.DPM</font>｜<i>noun, dative, plural, masculine</i><br /><grk>ἄγαμος</grk>｜<font color='4'>N.NSF</font>｜<i>noun, nominative, singular, feminine</i><br /><grk>ἄγαμος</grk>｜<font color='4'>N.NSM</font>｜<i>noun, nominative, singular, masculine</i>
G70023	<grk>ἀγανακτεῖν</grk>｜<font color='4'>V.PAN</font>｜<i>verb, present, active, infinitive</i><br /><grk>ἀγανακτοῦντες</grk>｜<font color='4'>V.PAPNPM</font>｜<i>verb, present, active, participle, nominative, plural, masculine</i><br /><grk>ἀγανακτῶν</grk>｜<font color='4'>V.PAPNSM</font>｜<i>verb, present, active, participle, nominative, singular, masculine</i><br /><grk>ἠγανάκτησαν</grk>｜<font color='4'>V.3AAIP</font>｜<i>verb, 3rd, aorist, active, indicative, plural</i><br /><grk>ἠγανάκτησεν</grk>｜<font color='4'>V.3AAIS</font>｜<i>verb, 3rd, aorist, active, indicative, singular</i>
G70024	<grk>ἀγανάκτησιν</grk>｜<font color='4'>N.ASF</font>｜<i>noun, accusative, singular, feminine</i>
